,sentence_id,word_id,lemma,transliteration,dependency,head,English
1031,,,,,,,
1032,,,,,,,
1033,,,,,,,
1034,,,,,,,
1035,,,,,,,
1036,,,,,,,
1037,,,,,,,
1038,,,,,,,
1039,,,,,,,
1040,,,,,,,
1041,,,,,,,
1042,,,,,,,
1043,,,,,,,
1044,,,,,,,
1045,,,,,,,
1046,,,,,,,
1047,,,,,,,
1048,,,,,,,
1049,,,,,,,
1050,,,,,,,
1051,,,,,,,
1052,,,,,,,
1053,,,,,,,
1054,,,,,,,
1055,,,,,,,
1056,,,,,,,
1057,,,,,,,
1058,,,,,,,
1059,,,,,,,
1060,,,,,,,
1061,,,,,,,
1062,,,,,,,
1063,,,,,,,
1064,,,,,,,
1065,,,,,,,
1066,,,,,,,
1067,,,,,,,
1068,,,,,,,
1069,,,,,,,
1070,,,,,,,
1071,,,,,,,
1072,,,,,,,
1073,,,,,,,
1074,,,,,,,
1075,,,,,,,
1076,,,,,,,
1077,,,,,,,
1078,,,,,,,
1079,,,,,,,
1080,,,,,,,
1081,,,,,,,
1082,,,,,,,
1083,,,,,,,
1084,,,,,,,
1085,,,,,,,
1086,,,,,,,
1087,,,,,,,
1088,,,,,,,
1089,,,,,,,
1090,,,,,,,
1091,,,,,,,
1092,,,,,,,
1093,,,,,,,
1094,,,,,,,
1095,,,,,,,
1096,,,,,,,
1097,,,,,,,
1098,,,,,,,
1099,,,,,,,
1100,,,,,,,
1101,,,,,,,
1102,,,,,,,
1103,,,,,,,
1104,,,,,,,
1105,,,,,,,
1106,,,,,,,
1107,,,,,,,
1108,,,,,,,
1109,,,,,,,
1110,,,,,,,
1111,,,,,,,
1112,,,,,,,
1113,,,,,,,
1114,,,,,,,
1115,,,,,,,
1116,,,,,,,
1117,,,,,,,
1118,,,,,,,
1119,,,,,,,
1120,,,,,,,
1121,,,,,,,
1122,,,,,,,
1123,,,,,,,
1124,,,,,,,
1125,,,,,,,
1126,,,,,,,
1127,,,,,,,
1128,,,,,,,
1129,,,,,,,
1130,,,,,,,
1131,,,,,,,
1132,,,,,,,
1133,,,,,,,
1134,,,,,,,
1135,,,,,,,
1136,,,,,,,
1137,,,,,,,
1138,,,,,,,
1139,,,,,,,
1140,,,,,,,
1141,,,,,,,
1142,,,,,,,
1143,,,,,,,
1144,,,,,,,
1145,,,,,,,
1146,,,,,,,
1147,,,,,,,
1148,,,,,,,
1149,,,,,,,
1150,,,,,,,
1151,,,,,,,
1152,,,,,,,
1153,,,,,,,
1154,,,,,,,
1155,,,,,,,
1156,,,,,,,
1157,,,,,,,
1158,,,,,,,
1159,,,,,,,
1160,,,,,,,
1161,,,,,,,
1162,,,,,,,
1163,,,,,,,
1164,,,,,,,
1165,,,,,,,
1166,,,,,,,
1167,,,,,,,
1168,,,,,,,
1169,,,,,,,
1170,,,,,,,
1171,,,,,,,
1172,,,,,,,
1173,,,,,,,
1174,,,,,,,
1175,,,,,,,
1176,,,,,,,
1177,,,,,,,
1178,,,,,,,
1179,,,,,,,
1180,,,,,,,
1181,,,,,,,
1182,,,,,,,
1183,,,,,,,
1184,,,,,,,
1185,,,,,,,
1186,,,,,,,
1187,,,,,,,
1188,,,,,,,
1189,,,,,,,
1190,,,,,,,
1191,,,,,,,
1192,,,,,,,
1193,,,,,,,
1194,,,,,,,
1195,,,,,,,
1196,,,,,,,
1197,,,,,,,
1198,,,,,,,
1199,,,,,,,
1200,,,,,,,
1201,,,,,,,
1202,,,,,,,
1203,,,,,,,
1204,,,,,,,
1205,,,,,,,
1206,,,,,,,
1207,,,,,,,
1208,,,,,,,
1209,,,,,,,
1210,,,,,,,
1211,,,,,,,
1212,,,,,,,
1213,,,,,,,
1214,,,,,,,
1215,,,,,,,
1216,,,,,,,
1217,,,,,,,
1218,,,,,,,
1219,,,,,,,
1220,,,,,,,
1221,,,,,,,
1222,,,,,,,
1223,,,,,,,
1224,,,,,,,
1225,,,,,,,
1226,,,,,,,
1227,,,,,,,
1228,,,,,,,
1229,,,,,,,
1230,,,,,,,
1231,,,,,,,
1232,,,,,,,
1233,,,,,,,
1234,,,,,,,
1235,,,,,,,
1236,,,,,,,
1237,,,,,,,
1238,,,,,,,
1239,,,,,,,
1240,,,,,,,
1241,,,,,,,
1242,,,,,,,
1243,,,,,,,
1244,,,,,,,
1245,,,,,,,
1246,,,,,,,
1247,,,,,,,
1248,,,,,,,
1249,,,,,,,
1250,,,,,,,
1251,,,,,,,
1252,,,,,,,
1253,,,,,,,
1254,,,,,,,
1255,,,,,,,
1256,,,,,,,
1257,,,,,,,
1258,,,,,,,
1259,,,,,,,
1260,,,,,,,
1261,,,,,,,
1262,,,,,,,
1263,,,,,,,
1264,,,,,,,
1265,,,,,,,
1266,,,,,,,
1267,,,,,,,
1268,,,,,,,
1269,,,,,,,
1270,,,,,,,
1271,,,,,,,
1272,,,,,,,
1273,,,,,,,
1274,,,,,,,
1275,,,,,,,
1276,,,,,,,
1277,,,,,,,
1278,,,,,,,
1279,,,,,,,
1280,,,,,,,
1281,,,,,,,
1282,,,,,,,
1283,,,,,,,
1284,,,,,,,
1285,,,,,,,
1286,,,,,,,
1287,,,,,,,
1288,,,,,,,
1289,,,,,,,
1290,,,,,,,
1291,,,,,,,
1292,,,,,,,
1293,,,,,,,
1294,,,,,,,
1295,,,,,,,
1296,,,,,,,
1297,,,,,,,
1298,,,,,,,
1299,,,,,,,
1300,,,,,,,
1301,,,,,,,
1302,,,,,,,
1303,,,,,,,
1304,,,,,,,
1305,,,,,,,
1306,,,,,,,
1307,,,,,,,
1308,,,,,,,
1309,,,,,,,
1310,,,,,,,
1311,,,,,,,
1312,,,,,,,
1313,,,,,,,
1314,,,,,,,
1315,,,,,,,
1316,,,,,,,
1317,,,,,,,
1318,,,,,,,
1319,,,,,,,
1320,,,,,,,
1321,,,,,,,
1322,,,,,,,
1323,,,,,,,
1324,,,,,,,
1325,,,,,,,
1326,,,,,,,
1327,,,,,,,
1328,,,,,,,
1329,,,,,,,
1330,,,,,,,
1331,,,,,,,
1332,,,,,,,
1333,,,,,,,
1334,,,,,,,
1335,,,,,,,
1336,,,,,,,
1337,,,,,,,
1338,,,,,,,
1339,,,,,,,
1340,,,,,,,
1341,,,,,,,
1342,,,,,,,
1343,,,,,,,
1344,,,,,,,
1345,,,,,,,
1346,,,,,,,
1347,,,,,,,
1348,,,,,,,
1349,,,,,,,
1350,,,,,,,
1351,,,,,,,
1352,,,,,,,
1353,,,,,,,
1354,,,,,,,
1355,,,,,,,
1356,,,,,,,
1357,,,,,,,
1358,,,,,,,
1359,,,,,,,
1360,,,,,,,
1361,,,,,,,
1362,,,,,,,
1363,,,,,,,
1364,,,,,,,
1365,,,,,,,
1366,,,,,,,
1367,,,,,,,
1368,,,,,,,
1369,,,,,,,
1370,,,,,,,
1371,,,,,,,
1372,,,,,,,
1373,,,,,,,
1374,,,,,,,
1375,,,,,,,
1376,,,,,,,
1377,,,,,,,
1378,,,,,,,
1379,,,,,,,
1380,,,,,,,
1381,,,,,,,
1382,,,,,,,
1383,,,,,,,
1384,,,,,,,
1385,,,,,,,
1386,,,,,,,
1387,,,,,,,
1388,,,,,,,
1389,,,,,,,
1390,,,,,,,
1391,,,,,,,
1392,,,,,,,
1393,,,,,,,
1394,,,,,,,
1395,,,,,,,
1396,,,,,,,
1397,,,,,,,
1398,,,,,,,
1399,,,,,,,
1400,,,,,,,
1401,,,,,,,
1402,,,,,,,
1403,,,,,,,
1404,,,,,,,
1405,,,,,,,
1406,,,,,,,
1407,,,,,,,
1408,,,,,,,
1409,,,,,,,
1410,,,,,,,
1411,,,,,,,
1412,,,,,,,
1413,,,,,,,
1414,,,,,,,
1415,,,,,,,
1416,121.0,1.0,Šusuen,{d}šu-{d}suen,nsubj,1.0,Q004405
1417,121.0,2.0,lugal,lugal,appos,1.0,Q004406
1418,121.0,3.0,kalag,kalag-ga,amod,2.0,Q004407
1419,121.0,4.0,lugal,lugal,appos,2.0,Q004408
1420,121.0,5.0,Urim,urim₅{ki}-ma,pobj,4.0,Q004409
1421,121.0,6.0,lugal,lugal,appos,2.0,Q004410
1422,121.0,7.0,anubda,an-ub-da,pobj,6.0,Q004411
1423,121.0,8.0,limmu,limmu₂-ba,nummod,6.0,Q004412
1424,121.0,9.0,Luninšubur,lu₂-{d}nin-šubur,appos,1.0,Q004413
1425,121.0,10.0,dubsar,dub-sar,appos,9.0,Q004414
1426,121.0,11.0,dumu,dumu,conj,10.0,Q004415
1427,121.0,12.0,Šeškala,šeš-kal-la,pobj,11.0,Q004416
1428,121.0,13.0,arad,arad₂-zu,attr,13.0,Q004417
1429,122.0,1.0,Enlil,{d}en-lil₂-la,pobj,3.0,
1430,122.0,2.0,Lugalkiŋenešdudud,lugal-ki-ŋen-ne₂-du₇-du₇-de₃,appos,1.0,
1431,122.0,3.0,a,a,compound:prt,3.0,
1432,122.0,4.0,ru,mu-na-ru,root,4.0,
1433,122.0,5.0,Inanak,{d}inana,pobj,18.0,
1434,122.0,6.0,nin,{d}nin,appos,1.0,
1435,122.0,7.0,usan,an-si₄-an-na,pobj,2.0,
1436,122.0,8.0,nin,nin-a-ni-ir,nsubj,18.0,
1437,122.0,9.0,Amarsuenak,{d}amar-{d}suen,appos,8.0,
1438,122.0,10.0,nita,nita,appos,9.0,
1439,122.0,11.0,kalag,kalag-ga,amod,10.0,
1440,122.0,12.0,lugal,lugal,appos,10.0,
1441,122.0,13.0,Urim,urim₅{ki}-ma,pobj,12.0,
1442,122.0,14.0,lugal,lugal,appos,10.0,
1443,122.0,15.0,anubda,an-ub-da,pobj,14.0,
1444,122.0,16.0,limmu,limmu₂-ba-ke₄,nummod,14.0,
1445,122.0,17.0,e,e₂-a-ni,dobj,18.0,
1446,122.0,18.0,du,mu-na-du₃,root,18.0,
1447,123.0,1.0,Bau,{d}ba-u₂,pobj,14.0,
1448,123.0,2.0,munus,munus,appos,1.0,
1449,123.0,3.0,sag,sag₉-ga,amod,2.0,
1450,123.0,4.0,dumu,dumu,appos,2.0,
1451,123.0,5.0,An,an-na,pobj,4.0,
1452,123.0,6.0,nin,nin,appos,1.0,
1453,123.0,7.0,Irikug,iri-kug-ga,pobj,6.0,
1454,123.0,8.0,nin,nin-a-ni,poss,6.0,
1455,123.0,9.0,Gudea,gu₃-de₂-a,conj,8.0,
1456,123.0,10.0,ensik,ensi₂,appos,9.0,
1457,123.0,11.0,Lagaš,lagaš{ki}-ke₄,pobj,10.0,
1458,123.0,12.0,e,e₂,dobj,14.0,
1459,123.0,13.0,Irikug,iri-kug-ga-ka-ni,pobj,12.0,
1460,123.0,14.0,du,mu-na-du₃,root,14.0,
1461,123.0,1.0,Enheduanak,en-he₂-du₇-an-na,nsubj,1.0,
1462,123.0,2.0,dumu,dumu,appos,1.0,
1463,123.0,3.0,Šarrukin,šar-ru-GI,pobj,2.0,
1464,123.0,4.0,X-kitušdug,x-ki-tuš-dug₃,csubj,4.0,
1465,123.0,5.0,arad,arad₂-da-ni,attr,4.0,
1466,124.0,1.0,Ibbisuen,{d}i-bi₂-{d}suen,nsubj,1.0,
1467,124.0,2.0,lugal,lugal,appos,1.0,
1468,124.0,3.0,kalag,kalag-ga,amod,1.0,
1469,124.0,4.0,lugal,lugal,appos,1.0,
1470,124.0,5.0,Urim,urim₅{ki}-ma,pobj,4.0,
1471,124.0,6.0,lugal,lugal,appos,2.0,
1472,124.0,7.0,anubda,an-ub-da,pobj,6.0,
1473,124.0,8.0,limmu,limmu₂-ba,nummod,7.0,
1474,124.0,9.0,Urbauk,ur-{d}ba-u₂,csubj,9.0,
1475,124.0,10.0,dubsar,dub-sar,appos,9.0,
1476,124.0,11.0,dumu,dumu,appos,9.0,
1477,124.0,12.0,Enguli,en-gu₅-li,pobj,11.0,
1478,124.0,13.0,arad,arad₂-zu,attr,9.0,
1479,125.0,1.0,Bau,{d}ba-u₂,nsubj,2.0,
1480,125.0,2.0,gurum,he₂-gurum-gurum,ccomp,2.0,
1481,125.0,3.0,Irikug,iri-kug-ga-ke₄,pobj,7.0,
1482,125.0,4.0,Irikaginak,iri-ka-gen₆-na,nsubj,7.0,
1483,125.0,5.0,namsipad,nam-sipad-še₃,attr,7.0,
1484,125.0,6.0,utud,mu-tud,compound,4.0,
1485,125.0,7.0,mu,mu-bi,root,7.0,
